SMILES,Drugbank-ID,CAS Number,Name,Synonyms,Drug Type,Affected Organism,Dosage Form,Dosage Route,Dosage,Indication
C(C(C(=C(C(C(=C(C(C(=C(C(C(=C(C(C(=C(C(C(=C(C(C(C(O[H])=O)([H])[H])([H])[H])[H])[H])([H])[H])[H])[H])([H])[H])[H])[H])([H])[H])[H])[H])([H])[H])[H])[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],"DB03756
DB11070",6217-54-5,Doconexent,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid
22:6-4, 7,10,13,16,19
22:6(n-3)
4,7,10,13,16,19-docosahexaenoic acid
4,7,10,13,16,19-Docosahexaenoic acid
all-cis-4,7,10,13,16,19-docosahexaenoic acid
all-cis-DHA
cervonic acid
DHA
docosa-4,7,10,13,16,19-hexaenoic acid
Docosahexaenoic acid",small molecule,,"Capsule
Kit
Tablet, film coated
Capsule, liquid filled
Kit
Tablet
Capsule, gelatin coated","Oral
Oral
Oral
Oral
Oral
Oral",,Used as a high-docosahexaenoic acid (DHA) oral supplement. 
[O-][N+](=O)C1=C([N+]([O-])=O)C([H])=C2N(C(=O)C(=O)N([H])C2=C1[H])[H],DB03759,2379-57-9,FG-9041,"2,3-quinoxalinedione, 1,4-dihydro-6,7-dinitro-
6,7-dinitro-1,4-dihydroquinoxaline-2,3-dione
6,7-dinitroquinoxaline-2,3-dione
DNQX",small molecule,,,,,
C(OC1=C(O[H])C([H])=C([H])C(OO[H])=C1[H])([H])([H])[H],DB03764,,4-Hydroperoxy-2-Methoxy-Phenol,,small molecule,,,,,
C(C(C(O[H])=O)([H])[H])([H])([H])[H],DB03766,79-09-4,Propanoic Acid,Propionic acid,small molecule,,,,,
N(C(=N[H])N(O[H])[H])([H])[H],DB03770,,N-Hydroxyguanidine,,small molecule,,,,,
C(N(C(C(=C([H])[H])[H])([H])[H])C(C(=C(C(OC1=C([H])C2=C(C(=C(O2)[H])C2=C([H])C([H])=C(Br)C([H])=C2[H])C([H])=C1[H])([H])[H])[H])[H])([H])[H])([H])([H])[H],DB03771,,Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine,,small molecule,,,,,
C(N(C([H])([H])[H])C(C(C(N1C([H])=C(C2=C(C3=C([H])N([H])C4=C3C(=C(C(=C4[H])[H])[H])[H])C(=O)N([H])C2=O)C2=C1C(=C(C(=C2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03777,,Rbt205 Inhibitor,,small molecule,,,,,
N(C1=NC2=C(C(=C(C(=C2[H])[H])[H])[H])C(=O)N1[H])([H])[H],DB03780,,2-Aminoquinazolin-4(3h)-One,,small molecule,,,,,
C(C(OC1=C([H])C([H])=C(N(C(C([H])([H])[H])=O)[H])C([H])=C1[H])([H])[H])([H])([H])[H],"DB03783
DB08243",62-44-2,Phenacetin,"Acetophenetidin
Acetophenetidine
Acetophenetin
Acetphenetidin",small molecule,Humans and other mammals,,,,Used principally as an analgesic.
C(C(C(C(C(C(C(C(C(=C(C(C(C(C(C(C(C(C(N([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03784,,Elaidoylamide,,small molecule,,,,,
C(C1=C(O[H])C(C(N=C2C([H])([H])ON=C2O[H])([H])[H])=C(C(OP(O[H])(O[H])=O)([H])[H])C([H])=N1)([H])([H])[H],DB03787,,"[5-hydroxy-6-methyl-4-({[(4E)-3-oxo-1,2-oxazolidin-4-ylidene]amino}methyl)pyridin-3-yl]methyl dihydrogen phosphate",,small molecule,,,,,
C(C1=C([H])C(OC(C(O[H])=O)([H])[H])=C([H])C(C([H])([H])[H])=C1C(C1=C([H])C(C(C2=C([H])C([H])=C([H])C([H])=C2[H])([H])[H])=C(O[H])C([H])=C1[H])([H])[H])([H])([H])[H],DB03788,,GC-24,,small molecule,,,,,
C(N1C([H])=C([H])[N+]([H])=C1C([H])([H])[H])([H])([H])[H],DB03789,,"2,3-Dimethylimidazolium Ion",,small molecule,,,,,
O(C(=O)C(C1=C([H])C([H])=C([H])C(OC(C(C(N(C(C(C2=C([H])C([H])=C([H])C([H])=C2[H])(C2=C([H])C([H])=C([H])C([H])=C2[H])[H])([H])[H])C(C2=C([H])C([H])=C([H])C(C(F)(F)F)=C2Cl)([H])[H])([H])[H])([H])[H])([H])[H])=C1[H])([H])[H])[H],DB03791,,"(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid",,small molecule,,,,,
N(C1=C([H])N([H])C(=O)N([H])C1=O)([H])[H],DB03792,,"5-Amino-1h-Pyrimidine-2,4-Dione",,small molecule,,,,,
O(C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])[H],DB03793,65-85-0,Benzoic Acid,,small molecule,,"Injection, solution, concentrate
Tincture
Lozenge
Liquid
Liquid
Tablet","Intravenous
Oral
Oral
Topical
Dental
Oral",,
C(C(C([H])([H])[H])(C(O[H])([H])[H])C(=O)C(O[H])=O)([H])([H])[H],DB03795,,2-Dehydropantoate,,small molecule,,,,,
C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(O[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03796,57-10-3,Palmitic Acid,"1-Hexyldecanoic Acid
1-Pentadecanecarboxylic acid
FAT
Hexadecanoate
Hexadecanoic acid
Hexadecoic acid
Hexadecylic acid
Hexaectylic acid
Palmitate
Palmitinic acid
Palmitinsaeure",small molecule,,"Powder, for solution
Ointment
Suspension","Intravenous
Topical
Endotracheal",,
C(C(OC(=O)C1=C(C([H])([H])[H])N(C2=C(Cl)C([H])=C([H])C([H])=C2[H])N=C1C([H])([H])[H])([H])[H])([H])([H])[H],DB03807,,"1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",,small molecule,,,,,
N(C(=N[H])C1=C([H])C([H])=C(OC(C(C(C(C(C(OC2=C([H])C([H])=C(C(N([H])[H])=N[H])C([H])=C2[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])=C1[H])([H])[H],DB03808,3811-75-4,Hexamidine,,small molecule,,,,,
C(C(C(C(N1C(C(C2=C([H])C([H])=C([H])C(OC([H])([H])[H])=C2[H])([H])[H])=NC2=C1N=C(N=C2N([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03809,,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,,small molecule,,,,,
C(C(C(C(C(C(C(C(=C(C(=O)SC(C(N(C(C([H])([H])[H])=O)[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03813,,2-Decenoyl N-Acetyl Cysteamine,,small molecule,,,,,
O(S(=O)(=O)C(C(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])([H])[H])([H])[H])[H],DB03814,,2-(N-Morpholino)-Ethanesulfonic Acid,,small molecule,,,,,
O(N(C(=O)C1=C(O[H])C([H])=C([H])C([H])=C1[H])[H])[H],DB03819,89-73-6,Salicylhydroxamic Acid,,small molecule,,,,,
C(C(OP(O[H])(O[H])=O)([H])[H])([H])([H])[H],DB03822,,Ethyl Dihydrogen Phosphate,,small molecule,,,,,
IC1=C([H])C2=C(C(C(N(C2([H])[H])[H])([H])[H])([H])[H])C([H])=C1[H],DB03824,,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",,small molecule,,,,,
C(C(N(C1=C([H])C2=[O+]C3=C([H])C(N(C(C([H])([H])[H])([H])[H])[H])=C(C([H])([H])[H])C([H])=C3C(C3=C(C(=O)OC(C([H])([H])[H])([H])[H])C([H])=C([H])C([H])=C3[H])=C2C([H])=C1C([H])([H])[H])[H])([H])[H])([H])([H])[H],DB03825,989-38-8,Rhodamine 6G,"Basic red 1
Calcozine rhodamine 6GX
CI basic red 1
R6G",small molecule,,,,,
N(C1=C(N([H])[H])C(=O)N([H])C(=O)N1[H])([H])[H],DB03826,,"5,6-Diaminouracil",,small molecule,,,,,
C(C1=C([H])C(C(=O)[H])=C(OP(O[H])(O[H])=O)C(C(=O)[H])=C1[H])([H])([H])[H],DB03828,,RU78299,,small molecule,,,,,
N(C1=NC2=C(N=C(C(N(C3=C([H])C([H])=C(C(=O)OP(O[H])(O[H])=O)C([H])=C3[H])[H])([H])[H])C(=N2)[H])C(=O)N1[H])([H])[H],DB03830,,Phosphorylated Dihydropteroate,,small molecule,,,,,
ClC1=C([H])C(Cl)=C([H])C(Cl)=C1[H],DB03836,,"1,3,5-Trichloro-Benzene",,small molecule,,,,,
[N-]1C([H])=C([H])N=C1[H],DB03840,,Tetra(Imidazole)Diaquacopper (Ii),,small molecule,,,,,
C(C(C([H])([H])[H])(C([H])([H])[H])C(OC1=C(C#N)C([H])=C(N2C([H])=C(C(O[H])=O)C([H])=N2)C([H])=C1[H])([H])[H])([H])([H])[H],DB03841,,Y-700,,small molecule,,,,,
C(=O)([H])[H],DB03843,50-00-0,Formaldehyde,"Formaldehyde solution
Formalin
Formol
Methanal
Methyl aldehyde
Methylene oxide
Oxomethane
Oxomethylene
Oxymethylene
Paraform
Paraformaldehyde",small molecule,,"Powder
Tablet
Liquid
Liquid
Solution
Liquid","Topical
Dental
Topical
Topical
Topical
Dental",".2 mL/59mL
.1 mL/59mL
100 mg/mL",Use for drying skin before or after surgical removal of warts or where dryness is required. 
N(S(=O)(=O)C1=C([H])C([H])=C(C(=O)N(C(C2=C(F)C([H])=C([H])C([H])=C2F)([H])[H])[H])C([H])=C1[H])([H])[H],DB03844,,"N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",,small molecule,,,,,
O(C(=O)C(C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[H])C2=C1C(=C(C(=C2[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])[H],DB03851,,Carbazole Butanoic Acid,,small molecule,,,,,
O(C1=C(N=NC2=C(S(O[H])(=O)=O)C([H])=C3C(C(=C(C(N(C4=NC(N(C5=C(S(O[H])(=O)=O)C6=C(C(=C(N=NC7=C(O[H])C([H])=C([H])C(S(O[H])(=O)=O)=C7[H])C(O[H])=C6C([H])=C5[H])S(O[H])(=O)=O)[H])[H])=NC([H])=N4)[H])=C3S(O[H])(=O)=O)[H])[H])=C2O[H])C([H])=C(S(O[H])(=O)=O)C([H])=C1[H])[H],DB03853,,Reactive Red 6 hapten,"azo-dye hapten
RR6 azo-dye hapten",small molecule,,,,,
N(C(C(C(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],DB03854,,"Pentane-1,5-Diamine",,small molecule,,,,,
N(C(=[N+]([H])[H])C1=C(Cl)C([H])=C2N(C(=C([H])C2=C1[H])C1=C(O[H])C(C2=C([H])C([H])=C([H])C([H])=C2[H])=C([H])C([H])=C1[H])[H])([H])[H],DB03865,,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,,small molecule,,,,,
C1(C([H])=C([H])N2C(C3=C([H])C([H])([H])C([H])=C([H])N3[Ru+2]32(N2C([H])=C([H])N=C2[H])N2C(=C(C(C([H])=C2C2=C(C(C(=C([H])N32)[H])([H])[H])[H])([H])[H])[H])[H])=C1[H])([H])[H],"DB03871
DB02003",,"lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)","delta-bis(2,2'-bipyridine)imidazole ruthenium (II)",small molecule,,,,,
C(N(C([H])([H])[H])C(C(C(C(C([H])([H])[H])=C(C(C(C(C([H])([H])[H])=C(C(C(C(=C(C([H])([H])[H])C(C(C(=C(C([H])([H])[H])C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03874,,"(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine",,small molecule,,,,,
N(C(=[N+]([H])[H])C1=C([H])C2=C(C(=C(N=C2S1)[H])[H])[H])([H])[H],DB03876,,"Thieno[2,3-B]Pyridine-2-Carboxamidine",,small molecule,,,,,
C(C1=C(N(C2=NC(C3=C([H])N=C([H])C([H])=C3[H])=C([H])C([H])=N2)[H])C([H])=C(N(C(=O)C2=C([H])N=C([H])C([H])=C2[H])[H])C([H])=C1[H])([H])([H])[H],DB03878,,N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,,small molecule,,,,,
O(C(=O)C(=O)C(C1=C([H])C([H])=C([H])C([H])=C1[H])([H])[H])[H],DB03884,156-06-9,Phenylpyruvic acid,,small molecule,,,,,
C(N(C(C(C(C(C(C(OC1=C([H])C2=C(C(=NN2C([H])([H])[H])C2=C([H])C([H])=C(Br)C([H])=C2[H])C([H])=C1[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(=C([H])[H])[H])([H])[H])([H])([H])[H],DB03888,,N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine,,small molecule,,,,,
C(N(C([H])([H])[H])C1=C([H])C([H])=C(C(C2=C([H])C([H])=C([H])C([H])=C2[H])=C2C([H])=C([H])C(=[N+](C([H])([H])[H])C([H])([H])[H])C([H])=C2[H])C([H])=C1[H])([H])([H])[H],DB03895,10309-95-2,Malachite Green,"malachite green cation
malachite green(1+)",small molecule,,,,,
O(P(O[H])(=O)OP(O[H])(=O)OP(O[H])(O[H])=O)[H],DB03896,10380-08-2,Triphosphoric acid,"acide triphosphorique
catena-triphosphoric acid
Inorganic triphosphate
Triphosphors��ure
tripolyphosphoric acid",small molecule,,,,,
O(C(=O)C(C(C1=C([H])C([H])=C(O[H])C([H])=C1[H])([H])[H])([H])[H])[H],DB03897,,Hydroxyphenyl Propionic Acid,,small molecule,,,,,
C(C(C(C(N1C(C(C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])([H])[H])=NC2=C1N=C(N=C2N([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03899,,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,,small molecule,,,,,
C(C(C([H])([H])[H])(C([H])([H])[H])O[H])([H])([H])[H],DB03900,,2-Methyl-2-Propanol,,small molecule,,,,,
O(C(=O)C(O[H])=O)[H],"DB03902
DB02737",144-62-7,Oxalic Acid,,small molecule,,,,,
C(N(C([H])([H])[H])C1=C([H])C([H])([H])C2=C(C3=C(OC2=C1[H])C([H])=C(N(C([H])([H])[H])C([H])([H])[H])C([H])=C3[H])C1=C(C(O[H])=O)C([H])=C(N2C(=O)C([H])=C([H])C2=O)C([H])=C1[H])([H])([H])[H],DB03903,,Tmr,,small molecule,,,,,
C(C1=C(C(=C([H])[H])[H])C2=C(C3=[N+]4[Fe]56N2C1=C(C1=[N+]5C(=C(C2=C(C(C(C(O[H])=O)([H])[H])([H])[H])C(C([H])([H])[H])=C(N26)C([H])=C4C(C(=C([H])[H])[H])=C3C([H])([H])[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C(C(C(C(O[H])=O)([H])[H])([H])[H])=C1C([H])([H])[H])[H])[H])([H])([H])[H],DB03906,,2-Phenylheme,,small molecule,,,,,
N(C(=N[H])SC(C(C1=C([H])C(C(C(SC(N([H])[H])=N[H])([H])[H])([H])[H])=C([H])C([H])=C1[H])([H])[H])([H])[H])([H])[H],DB03910,,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",,small molecule,,,,,
C(C1=C(Cl)C([H])=C(N(C2=NC(C3=C([H])C(N4C([H])([H])C([H])([H])N(C(C(N([H])[H])([H])[H])([H])[H])C([H])([H])C4([H])[H])=NC([H])=C3[H])=C([H])C([H])=N2)[H])C([H])=C1[H])([H])([H])[H],DB03916,,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,,small molecule,,,,,
C(C(N(C(=O)C(=C(C([H])([H])[H])C(=C(C(=C(C([H])([H])[H])C(=C(C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])([H])[H],DB03917,,N-Ethyl Retinamide,,small molecule,,,,,
C(C(N(C(=O)OC([H])([H])[H])[H])([H])[H])([H])([H])[H],DB03919,,Ethyl-Carbamic Acid Methyl Ester,,small molecule,,,,,
C(N(C(=C([H])[H])C(O[H])=O)[H])([H])([H])[H],DB03920,,N-Methyl-Alpha-Beta-Dehydroalanine,,small molecule,,,,,
N1(C([H])=C(C2=C([H])C([H])=NC3=C(C(=C(C([H])=C23)[H])[H])[H])C(C2=NC([H])=C([H])C([H])=C2[H])=N1)[H],DB03921,,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,,small molecule,,,,,
N(C1=C([H])C([H])=C(N([H])[H])C2=C1C(=O)C1=C(C2=O)C(O[H])=C([H])C([H])=C1O[H])([H])[H],DB03924,,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",,small molecule,,,,,
O(C(=O)C(SC1=NC(C2=C([H])C([H])=C([H])C(Cl)=C2[H])=NO1)([H])[H])[H],DB03928,,"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",,small molecule,,,,,
N(C(=O)C(O[H])=O)([H])[H],DB03940,471-47-6,Oxamic Acid,,small molecule,,,,,
C(C(C(C(C(C(C(C1=C([H])C([H])=C(O[H])C([H])=C1[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03941,,Heptanyl-P-Phenol,,small molecule,,,,,
C([N+](C([H])([H])[H])(C([H])([H])[H])C(C(OP(O[H])(O[H])=O)([H])[H])([H])[H])([H])([H])[H],DB03945,3616-04-4,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium","Choline, dihydrogen phosphate (ester) (8CI)
Ethanaminium, N,N,N-trimethyl-2-(phosphonooxy)-
Phosphocholine cation",small molecule,,,,,
O(C(=O)C1=C([H])C(O[H])=C(O[H])C([H])=C1[H])[H],DB03946,99-50-3,"3,4-Dihydroxybenzoic Acid",,small molecule,,,,,
C(C(C(C(C(C(C(C(C(C(C(C(OS(O[H])(=O)=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03967,,Dodecyl Sulfate,,small molecule,,,,,
C(N1C(=O)C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])([H])([H])[H],DB03968,,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",,small molecule,,,,,
O(C(=O)C1=C([H])C([H])=C([Hg])C([H])=C1[H])[H],DB03975,,Mercuribenzoic Acid,,small molecule,,,,,
C(C(C([H])([H])[H])(OP(O[H])(O[H])=O)[H])([H])([H])[H],"DB03976
DB04251",,Phosphorylisopropane,,small molecule,,,,,
N(C1=NC([H])=C([H])C(C2=C(C3=C([H])C([H])=C(F)C([H])=C3[H])N=C([H])N2C(C2(C([H])([H])C2([H])[H])[H])([H])[H])=N1)([H])[H],DB03980,,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,small molecule,,,,,
O(C(=O)C(=O)N(C1=C([H])C([H])=C([H])C2=C(C(=C(C([H])=C12)[H])[H])[H])C1=C(C(O[H])=O)C([H])=C([H])C([H])=C1[H])[H],DB03982,,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",,small molecule,,,,,
C(OC1=C([H])C(OC([H])([H])[H])=C([H])C(C(N(C([H])([H])[H])C2=C([H])C3=C(N([H])[H])N=C(N([H])[H])N=C3N=C2[H])([H])[H])=C1[H])([H])([H])[H],DB03987,,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",,small molecule,,,,,
C(C(C([H])([H])[H])(C(C(C(O[H])=O)([H])[H])([H])[H])[H])([H])([H])[H],DB03993,,4-Methyl Valeric Acid,,small molecule,,,,,
N(C(C(O[H])([H])[H])([H])[H])([H])[H],DB03994,141-43-5,Ethanolamine,,small molecule,,,,,
N(C(C1=NC(=C(C2=C([H])C([H])=C(O[H])C([H])=C2[H])[H])C(=O)N1C(C(O[H])=O)([H])[H])([H])[H])([H])[H],DB03998,,"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",,small molecule,,,,,
C(C(C(C(P(O[H])(O[H])=O)([H])[H])([H])[H])([H])[H])([H])([H])[H],DB03999,,Butylphosphonate,,small molecule,,,,,
O(C(=O)C(=O)N(C1=C(C(O[H])=O)C([H])=C2C(=C(N([H])C2=C1[H])[H])[H])[H])[H],DB04001,,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,,small molecule,,,,,
N(S(=O)(=O)C1=C([H])C([H])=C(C(=O)N(C(C(C(C(N(C(S[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])C([H])=C1[H])([H])[H],DB04002,,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,,small molecule,,,,,
C(N(C([H])([H])[H])C(C(SC(C1=C2N=C(N([H])[H])N(C(=O)C2=C([H])C(N([H])[H])=C1[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB04004,,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",,small molecule,,,,,
N(C1=C(C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])N2C(=C(C(=C([H])C2=N1)[H])C(=O)C1=C(F)C([H])=C([H])C([H])=C1F)[H])([H])[H],DB04006,,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",,small molecule,,,,,
C(C1(C([H])([H])[H])N=C(N([H])[H])N=C(N([H])[H])N1OC(C(C(OC1=C([H])C([H])=C(Br)C([H])=C1[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB04007,,Bromo-WR99210,,small molecule,,,,,
N(C(=N[H])C1=C([H])C2=C(N3[Zn]N4C(=[N+](C5=C4C([H])=C([H])C(C(N([H])[H])=N[H])=C5[H])[H])C([H])([H])C3=[N+]2[H])C([H])=C1[H])([H])[H],DB04008,,Bis(5-Amidino-Benzimidazolyl)Methane Zinc,,small molecule,,,,,
C(OC(=O)C(C(C1=C(C([H])([H])[H])C2N3[Fe]45N6C(C(=C(C6=C(C6=C(C([H])([H])[H])C(C(C(C(=O)OC([H])([H])[H])([H])[H])([H])[H])=C(C([H])=C13)N64)[H])C([H])([H])[H])C(=C([H])[H])[H])=C([H])C1=C(C(=C(C=2[H])N51)C(=C([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB04009,,Dimethyl Propionate Ester Heme,,small molecule,,,,,
C(OC1=C([H])C([H])=C([H])C(C2=NC3=C(C(=C(C([H])=C3N2[H])[H])[H])C(N([H])[H])=O)=C1[H])([H])([H])[H],DB04010,,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,,small molecule,,,,,
C(N(C([H])([H])[H])C1=C([H])C([H])=C(C2=NC3=C(C(=C(C(=C3[H])C3=NC4=C(C(=C(C(=C4[H])[H])N4C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])[H])N3[H])[H])[H])N2[H])C([H])=C1[H])([H])([H])[H],DB04011,,"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",,small molecule,,,,,
[O-][N+](=O)C1=C([H])C2=C(N(C3=C2C([H])([H])C(=O)N([H])C2=C3C(=C(C(=C2[H])[H])[H])[H])[H])C([H])=C1[H],DB04014,,Alsterpaullone,,small molecule,,,,,
C(N(C(C(C(OC1=C(Cl)C([H])=C(Cl)C([H])=C1[H])([H])[H])([H])[H])([H])[H])C(C#C[H])([H])[H])([H])([H])[H],DB04017,,"N-Methyl-N-Propargyl-3-(2,4-Dichlorophenoxy)Propylamine",,small molecule,,,,,
C(C(C([H])([H])[H])(SC(N([H])[H])=N[H])[H])([H])([H])[H],DB04018,,S-Isopropyl-Isothiourea,,small molecule,,,,,
O(C1=C([H])C([H])=C(C(C(N(C2=NC(SC(C(C(C3=C([H])C([H])=C(Cl)C([H])=C3[H])([H])[H])([H])[H])([H])[H])=NC(N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])=N2)[H])([H])[H])([H])[H])C([H])=C1[H])[H],DB04020,,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",,small molecule,,,,,
O(C1=C([H])C([H])=C(C(N2C3=C(C(C(N(C3([H])[H])C(=O)C3=C([H])C([H])=C(O[H])C([H])=C3[H])([H])[H])([H])[H])C3=C2C(=C(C(=C3[H])[H])[H])[H])([H])[H])C([H])=C1[H])[H],DB04030,,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",,small molecule,,,,,
C(C(C([H])([H])[H])(ON=C(C(=O)N(C(B(O[H])O[H])([H])[H])[H])C1=C([H])SC(N([H])[H])=N1)C(O[H])=O)([H])([H])[H],DB04035,,Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate,,small molecule,,,,,
ClC1=C([H])C([H])=C(C(N(C(C2=C([H])C([H])=C(Cl)C([H])=C2[H])([H])[H])C2=NN([H])N=N2)([H])[H])C([H])=C1[H],DB04037,,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",,small molecule,,,,,
C(C(C(C(C(C(C(C(C(C(C(C(C(=O)C(C(O[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB04039,,3-Oxo-Pentadecanoic Acid,,small molecule,,,,,
O(C(=O)C1=C(C(O[H])=O)C([H])=C(OC2=C(N(C(=O)C3=C([H])C([H])=C([H])C([N+]([O-])=O)=C3[H])[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])[H],DB04044,,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,,small molecule,,,,,
O(C1=C([H])C([H])=C(C(C(=O)N(C2=NC([H])=C(C3=C([H])C([H])=C(O[H])C([H])=C3[H])N=C2C(C2=C([H])C([H])=C([H])C([H])=C2[H])([H])[H])[H])([H])[H])C([H])=C1[H])[H],DB04049,,Coelenteramide,,small molecule,,,,,
C(C(C([N+]#[C-])([H])[H])([H])[H])([H])([H])[H],DB04050,,N-Propyl Isocyanide,,small molecule,,,,,
